	GSM2692159	GSM2692160	GSM2692161	GSM2692162	GSM2692163	GSM2692164
VSTM2L	6.03859776196597	6.00971700190832	5.67023957686163	8.21303828782279	8.00034079062641	8.03011936215149
LINC00583	6.75426097467013	6.80216467904853	6.73099630965226	6.75970245442699	7.37683958540655	7.53622438821832
DCUN1D2-AS	6.97831939199967	7.08010306241969	7.39767762200111	6.70138626865887	7.04897509582751	6.75294929141283
LOC79015	7.42623026451202	7.37291563261434	7.37349582224771	6.95294563110201	6.30295469973258	6.52885981790981
GBA3	7.2234874945286	7.04897509582751	7.13853642155912	6.60176524795298	7.13361676585257	6.81065215201423
RP11-495P10.3	7.31466400959885	7.42243908589539	7.30010059137274	6.49881911800031	6.92190471904667	6.49881911800031
NOS1	7.30694281747424	7.19352301851204	7.22572442789769	6.41174819003047	6.92190471904667	6.89193156702275
LOC728743	6.33844483094902	6.39609804963806	6.41389599238158	7.65207869847137	7.45312764617358	7.69615888032653
AL022344.4	7.39330212261625	7.32255751706947	7.48082699927763	6.49881911800031	6.60481193139232	6.64937617437913
HDAC5	6.20651287215269	6.00971700190832	5.71608288785997	8.06271001145909	7.77119305248676	8.18082444966841
AC012531.25	7.56533166933936	7.28566181094468	7.32255751706947	6.1230484273585	6.79494079951545	6.85417490494934
PCDHGB2	5.33454096167571	5.33693880952759	5.30365485122772	8.75409144384706	8.86667988680037	8.34758960707867
CTD-2330J20.2	7.01177812367757	7.13430160796339	7.18054222702927	6.74616436855139	6.83665012485574	7.03363060675168
LOC729020	7.39330212261625	7.24092318130975	7.30987527999315	6.70138626865887	6.69734989565789	6.6000966864382
AC096579.13	7.07267900294675	6.85613085154518	6.99891056741079	7.11560513700916	6.97755633399132	6.91892157204547
TRIM22	4.82655151088844	4.8299602164147	4.77931609426964	9.11120953546034	9.47375114927687	8.91692752863518
LINC00028	7.44158536975239	7.59008262998709	7.23235826128267	6.34868337080679	6.75294929141283	6.5690640488432
RP11-385J1.2	7.43469477131424	7.60763742713393	7.45183111280929	5.90126204382734	6.80216467904853	6.7363175735315
CTD-2358C21.4	6.82939723989769	6.69734989565789	6.67325177822179	7.06238540242562	7.32130111638933	7.34668745480549
LINC00858	7.36407964911302	7.44049223661066	7.22106259846463	6.57435077927488	6.81690274518915	6.51332651145514
RP11-91J3.2	8.0368836886394	7.14762433709653	7.07671215834217	5.83964819214555	6.67773514917297	7.15137335906356
C11orf71	7.21212188858992	7.21528461819184	7.22572442789769	6.46893374711516	6.67773514917297	7.12840823212847
LINC00538	6.69734989565789	6.88132984778656	6.98695444672264	6.90479048492057	7.38149686481353	7.07566328784166
CTD-3234P18.6	6.96545836073691	7.43010533766131	7.45183111280929	6.46893374711516	6.55942763649997	7.05147536916849
PCDHB10	5.45443096104758	5.37725552233384	5.15586869066266	8.89260996645599	8.45586758286791	8.59036484847445
FAM222A-AS1	7.51579590858913	7.67634083835498	7.59805822575698	6.53388590098712	6.3921990851013	6.20912428510358
AC018890.6	8.19011112730403	6.94520437595099	7.23759050060683	6.23431771752435	6.61229347673493	6.7036113590126
OR2F2	6.93437189026579	6.77399387162232	7.1699310060635	6.99213195966759	6.96037723252015	7.09226941488051
LINC01553	7.31466400959885	7.21528461819184	7.27459101417523	6.92791311800836	6.5952964320107	6.5952964320107
TTTY19	7.24331067862108	7.08010306241969	7.13853642155912	7.29246905873161	6.73408009330058	6.43259855205203
RP6-24A23.3	6.58772598885315	6.33308092126711	6.47629415444549	7.68022352362279	7.03363060675168	7.81013118801337
RP11-305F18.1	7.01641788262404	6.94520437595099	7.03363060675168	6.64937617437913	7.17075620096246	7.10293053697253
HLA-DPA1	7.40413995971733	7.30987527999315	7.12747696502363	6.43103593420283	6.80708308325677	6.83779010589371
PROC	7.74026993758986	7.66352302062562	7.71394884788241	6.43103593420283	6.2009939821443	6.16641707235089
OR1A2	6.70486141572447	6.99421406899248	6.91427173974293	6.83024849136495	7.03939258773524	7.43204398920433
PRH2	7.47644504145485	6.98882732780186	7.21463716793752	6.44896861923841	6.84376933500639	6.94142671771992
RP4-765H13.1	7.20250341888335	7.02378795462915	6.99891056741079	6.87115790115779	7.07373004472003	6.74314971472696
AC073133.2	6.87734220176312	7.06323261631995	7.24943390374435	7.15252855249728	6.72886300474564	6.84149871595686
LOXL4	5.02828834351535	5.02428850676299	5.11152123559611	9.21758779546545	8.81666593044912	8.71286693671877
FAM184B	7.07842785296119	7.0872396273033	7.12747696502363	6.51084448009676	6.9850791311417	7.11984210291512
OSTN-AS1	6.76943321025147	6.80828730158058	6.90519450185591	6.56422933504507	7.5067379815177	7.35203182104983
TRIM36-IT1	7.26798872506098	6.96037723252015	6.80216467904853	6.95294563110201	6.77072999827105	7.15137335906356
AC005522.7	6.64711122265093	6.66608053644266	6.69734989565789	7.89890695583922	7.1887564233204	6.80505862477026
FGD5P1	7.40687773143883	7.12249068303693	6.93172628053896	6.31623459614895	7.02169778863223	7.10293053697253
CX3CL1	6.97092700500014	6.9169502849922	6.91945969915898	6.92791311800836	7.07373004472003	7.09226941488051
RP11-15L13.4	6.68892028537808	6.78902104103851	6.65067318008105	7.08010306241969	7.27309355115086	7.41602333390211
EPHA4	4.70548255722764	3.62265131370325	3.47314492299151	10.1464068423554	9.94757634903949	9.99749339404621
C18orf63	7.1887564233204	7.02378795462915	7.24943390374435	6.68353609987572	6.97755633399132	6.76943321025147
RP11-48B3.4	5.59165177922642	5.93237497784863	5.44380597167319	8.47317585371007	7.94765844814321	8.5030691079164
RP11-15B24.4	7.29859137005353	7.12249068303693	7.04717873966543	6.81277405812816	6.66479731462629	6.94520437595099
RP11-168F9.2	7.31466400959885	7.5570912499299	7.38922341068133	6.54562366454729	6.5825981099321	6.49881911800031
RP11-126O1.6	6.40359728693259	6.75294929141283	6.73099630965226	7.34306660056194	7.51901167758354	7.13692379926226
CLEC17A	6.45612313992926	6.72629832325686	6.81479265844382	7.43868533825494	7.10915804973976	7.34107410130787
RP11-685G9.2	7.09128043899123	7.02378795462915	7.46611678734634	6.75970245442699	6.88243429727573	6.66248515435821
CTD-2036P10.5	6.49881911800031	6.2009939821443	6.46612991975188	7.50798256210823	7.40039224626175	7.81013118801337
DADOT	6.92307150216327	6.75970245442699	6.91945969915898	6.63280641225202	7.30755014879039	7.34107410130787
OR10P1	7.37407968144989	6.96700208936874	6.96037723252015	6.68353609987572	6.93437189026579	6.96255808581569
AGT	6.82939723989769	7.23450720564081	7.20411652392311	6.75294929141283	6.92190471904667	6.93663031605663
RP11-310E22.4	7.25722275640364	7.01177812367757	7.41950405292925	6.60176524795298	6.69248968236818	6.89637859363336
LA16c-325D7.2	7.33568834168507	7.02378795462915	7.27459101417523	6.5825981099321	6.8510023517967	6.81065215201423
ZNF169	6.72886300474564	6.5224720382043	6.87338235256665	7.31340666482918	7.37252238471419	7.06682736123731
RP11-697M17.2	7.35342173668305	7.17894830472632	7.34107410130787	6.3921990851013	6.73880328438148	6.87115790115779
RP11-203J24.9	7.18054222702927	7.31568132965973	7.36466340252624	6.73880328438148	6.65887347040447	6.61229347673493
CTA-315H11.2	6.9161486981895	7.17075620096246	6.88132984778656	6.9666150179701	6.81690274518915	7.11560513700916
RP11-140H17.2	6.89133556433389	6.98882732780186	6.71503100261429	7.04897509582751	7.10099966350913	7.11984210291512
C12orf39	6.88243429727573	6.56805061984705	6.61841129269209	7.04371016516733	7.4141291542158	7.3373705077609
RP1-13P20.6	6.86437006622819	6.88132984778656	7.03012856107106	7.14017559732223	6.91319064065709	7.03363060675168
MKX	10.2133564397151	10.3411095022522	10.2136475404549	3.86222502021978	3.47314492299151	3.75815671266033
PHF7	5.78072646870413	5.90448810552927	5.6057814347247	8.34972440694089	7.92711210397551	8.29208366191339
GDNF	7.19220370626974	7.20595858735194	7.35040788179361	6.71883403574927	6.85891944072525	6.52885981790981
MATN3	7.42243908589539	7.63603027935625	7.63603027935625	6.36037375725115	6.19235181954062	6.60619730744167
BMP8B	7.91869926884519	7.86329331791266	7.93455085698424	5.96492830217538	6.24510357417303	5.92652067011379
PP2D1	7.24331067862108	7.06855484444685	7.08348533531313	7.06855484444685	6.71693377242445	6.67054059557016
ZNF542	5.80876160957493	5.32442440229905	5.67023957686163	8.63415859804766	8.22570474763426	8.18477020213896
RP11-446N19.1	6.78152996400836	6.80828730158058	6.88741399006547	7.29246905873161	7.00254013173666	7.07566328784166
RP11-619L12.4	7.25722275640364	7.01177812367757	6.86756464632674	6.88243429727573	6.99835716889162	6.83024849136495
PIEZO2	7.10293053697253	7.05618598539387	7.09226941488051	6.98015610349717	6.81277405812816	6.80216467904853
GSG1	7.2234874945286	7.26798872506098	7.21033184837366	6.82211342948506	6.63378189346374	6.68667868824923
FRRS1	7.09562331791583	6.74526201359595	7.01278712418116	7.15252855249728	6.79494079951545	7.04147528016343
XXbac-BPG294E21.9	6.86437006622819	6.61229347673493	6.66479731462629	7.48363949414589	7.08452853663168	7.12840823212847
RP11-38M15.11	7.40413995971733	7.82760757672472	7.49152635088707	6.64937617437913	6.2134873540111	6.25172675250111
TCTE1	6.92307150216327	7.21528461819184	7.02378795462915	6.91945969915898	7.03939258773524	6.71631452606479
RP11-120E11.2	7.09128043899123	7.13430160796339	6.97205482229376	7.07566328784166	6.86437006622819	6.69953027589041
DRD5	7.38979708039763	7.66352302062562	7.49152635088707	6.23431771752435	6.64015011482521	6.41717417140981
SLC5A9	7.18054222702927	7.34306660056194	7.21463716793752	6.3921990851013	6.9850791311417	6.71631452606479
RP11-445F12.2	6.76943321025147	6.90240050448931	6.93172628053896	6.56422933504507	7.03939258773524	7.62259769727357
FCN3	6.80828730158058	6.73408009330058	6.78902104103851	7.56096267112269	7.00817175559979	6.92791311800836
RGS1	7.06682736123731	7.10293053697253	7.04717873966543	6.56422933504507	7.05654732705363	6.98958954376019
IGDCC3	7.46253105232104	7.22572442789769	7.26798872506098	6.73880328438148	6.63183679938844	6.49881911800031
RP11-474G23.3	6.48150640718675	6.25485159734564	6.34589417391609	7.79642761597389	7.22818081208798	7.71878085263544
TAS2R20	7.06068532162613	6.97539731985283	7.10531409632123	6.87115790115779	7.16248487581097	6.64937617437913
FAM24B	9.54636113429114	9.61585917213119	9.69425266675871	4.20630358770696	4.31861430294163	4.44175483915398
RP1-249H1.2	7.10293053697253	7.03717397004487	7.05792139096987	7.12747696502363	6.69248968236818	6.80505862477026
AC093495.4	7.24331067862108	6.85613085154518	7.22572442789769	6.82211342948506	6.7473772501285	6.92791311800836
LRRC73	7.60406166809943	7.31568132965973	7.7394889051444	6.43103593420283	6.2009939821443	6.52885981790981
INGX	7.14534189601286	7.17075620096246	7.32255751706947	6.81277405812816	6.67773514917297	6.68667868824923
RP3-414A15.2	7.28866752736863	7.04897509582751	6.91427173974293	6.80505862477026	6.70615401442487	7.05147536916849
CTC-264K15.6	7.20250341888335	7.32255751706947	7.34107410130787	6.54562366454729	6.77072999827105	6.63183679938844
AL157902.3	7.11323853348641	7.25753710181073	7.45183111280929	6.99213195966759	6.57192375387291	6.42563776421134
DMRT3	6.92307150216327	6.66608053644266	6.90519450185591	6.9666150179701	7.17075620096246	7.18054222702927
KRTDAP	6.9470460445175	7.165243023236	6.96037723252015	6.81277405812816	6.98958954376019	6.93663031605663
RP11-205K6.1	7.01641788262404	7.24598339101084	6.82615787462433	6.85417490494934	6.84376933500639	7.02378795462915
CCDC153	7.26324416745963	6.98882732780186	6.93172628053896	7.00068497924927	6.93056647884781	6.69472852554951
RP11-203F8.1	6.98958954376019	7.17075620096246	7.19220370626974	6.89133556433389	6.92791311800836	6.63558003895164
LINC00853	7.65255683175724	6.81690274518915	6.76943321025147	6.99213195966759	6.66479731462629	6.91018940209456
ULBP3	6.80828730158058	6.92307150216327	6.49881911800031	7.40687773143883	6.9850791311417	7.18054222702927
RP11-206M11.7	7.38979708039763	7.35767155685813	7.40610997762643	6.71883403574927	6.63183679938844	6.29779331683149
CH17-302M23.1	7.13430160796339	7.21528461819184	7.1699310060635	6.66608053644266	7.03363060675168	6.58159414682482
RP11-526H11.1	7.21212188858992	7.01177812367757	7.18627683692882	7.02453192662113	6.77072999827105	6.5952964320107
FLJ31104	7.22818081208798	7.26798872506098	7.12747696502363	6.98015610349717	6.5952964320107	6.6000966864382
ZNF720	7.07267900294675	7.10293053697253	6.82108904194426	6.77399387162232	7.03363060675168	6.98958954376019
CHST8	6.90240050448931	7.28020930314593	7.02378795462915	6.80505862477026	6.99319126671214	6.78902104103851
RP11-996F15.5	6.56560612859806	6.25485159734564	6.57263258020533	7.66008603421701	7.15184775765936	7.58628914933984
AC019186.1	6.98958954376019	7.09226941488051	6.61229347673493	7.24092318130975	6.94520437595099	6.91018940209456
RP11-1109M24.5	7.13430160796339	7.2509518636603	7.16658721064189	6.63280641225202	6.78902104103851	6.81065215201423
CWH43	7.01641788262404	6.98882732780186	6.73099630965226	6.91427173974293	7.01278712418116	7.11984210291512
FAM25B	7.01177812367757	7.07518004900669	7.30010059137274	6.51084448009676	6.87227094893361	7.01122964006198
CRYGB	6.63052181046073	6.51332651145514	6.93172628053896	6.51084448009676	7.62259769727357	7.57207671224119
BOC	6.68892028537808	6.63052181046073	6.45612313992926	7.41250746161516	7.32376289790444	7.26736030303786
SMPX	7.35342173668305	7.09831669387784	7.26355720375189	6.10823725931036	6.91319064065709	7.04147528016343
RP5-968D22.1	6.83779010589371	6.90240050448931	6.85417490494934	7.1887564233204	6.98958954376019	7.00535617191531
SPATA8	6.96545836073691	7.20595858735194	7.23235826128267	6.97386255324999	6.73408009330058	6.66608053644266
IPPK	7.25722275640364	7.38922341068133	7.41545620822148	6.82211342948506	6.32374234329975	6.5690640488432
RP11-16L21.7	7.49338425106357	7.33144320643095	7.36990217207419	6.53388590098712	6.55942763649997	6.48712328429063
SOX15	7.24331067862108	7.09831669387784	7.11560513700916	6.74616436855139	6.71693377242445	6.85417490494934
KCNJ6-AS1	6.79433321986901	6.56080804157257	6.53790173501059	7.48924575077496	7.09491986266544	7.2971186250409
RP11-546O6.4	7.60572232894549	7.67634083835498	7.66799668301563	5.81047657940599	6.41333182760734	6.6000966864382
CTC-265F19.1	7.03086432051722	7.01177812367757	6.91945969915898	6.79885770073201	7.03086432051722	6.9811881856445
SOX14	7.3308418310796	7.26798872506098	7.25785137874077	6.79019843715051	6.57192375387291	6.5530549309419
RP11-215N21.1	7.07267900294675	7.04371016516733	7.20411652392311	6.91427173974293	6.70615401442487	6.83024849136495
RP4-802A10.1	7.16910533889816	7.14762433709653	7.35040788179361	6.16641707235089	6.93437189026579	6.99891056741079
RP11-187O7.3	6.92977773410098	6.74526201359595	6.78152996400836	7.03717397004487	7.06068532162613	7.21212188858992
PCDHB18	6.92977773410098	7.04371016516733	6.84613362807538	7.56096267112269	6.54665296492959	6.83779010589371
VHLL	7.08452853663168	7.00068497924927	7.22572442789769	6.89133556433389	6.99319126671214	6.5690640488432
ZNF737	7.04096315690615	7.1887564233204	7.08348533531313	6.75970245442699	6.96037723252015	6.73099630965226
RP11-65L3.2	6.79433321986901	7.46987250560544	7.23235826128267	6.92791311800836	6.77072999827105	6.5690640488432
MYCBP2-AS1	7.15760716986513	7.17075620096246	7.28399060032172	6.63280641225202	6.81277405812816	6.7036113590126
KB-1184D12.1	7.0364414224263	6.87227094893361	7.02378795462915	6.98695444672264	6.93056647884781	6.91018940209456
FLT3LG	5.2491827326565	5.8274318027943	5.35696279627368	8.54893253041999	8.47717198863606	8.29955856496508
HIST1H2AG	7.89415595299553	7.88874652285861	7.75553299315809	6.23431771752435	5.87110924020894	6.11441678312067
PDE10A	7.91579294288318	7.59008262998709	7.93924975633683	6.43103593420283	6.2009939821443	5.67986314972536
HORMAD2	7.18054222702927	7.01177812367757	7.12747696502363	6.83980894669747	6.76268275283307	6.83024849136495
AC011516.2	7.41545620822148	7.56727708867933	7.30987527999315	6.61229347673493	6.32374234329975	6.5224720382043
ALOX12P2	6.9470460445175	7.09226941488051	7.16658721064189	6.70138626865887	7.23759050060683	6.60619730744167
SLA	7.00430576289511	7.22572442789769	7.17488101833374	7.03186076919557	6.66479731462629	6.64937617437913
RP4-533D7.4	7.44158536975239	6.77399387162232	7.13430160796339	6.61229347673493	6.85417490494934	6.93056647884781
ZNF555	6.99780355801473	6.58772598885315	7.28928673837804	6.83024849136495	6.93056647884781	7.11057289741787
RASGRP3	4.50168296400848	4.36360566676646	4.66258766170201	9.63095424132678	8.92228725383987	9.66394802924392
RP11-923I11.5	7.25722275640364	7.23450720564081	7.40610997762643	6.26077120300359	6.89969478358603	6.68667868824923
C4orf47	6.83779010589371	7.32255751706947	7.06927127019246	6.56422933504507	7.09491986266544	6.85613085154518
JAKMIP3	3.63823752067075	4.10066605248169	4.4585888729564	9.99428020889204	9.67222702808162	9.87991113757058
KCNK4	7.28228759889071	7.03086432051722	7.38922341068133	6.98695444672264	6.46819832549459	6.58637111271195
CD1C	7.10868590274339	7.22572442789769	7.12747696502363	7.04897509582751	6.60481193139232	6.62582189235787
RP11-608B3.1	7.29246905873161	7.46987250560544	7.54828624184644	6.27201606225191	6.5224720382043	6.63558003895164
AC018647.3	7.5495591702763	7.51180474360418	7.49152635088707	6.34129778221545	6.36923128264934	6.47520611564734
LAMA2	6.10589696452088	6.30995908740033	7.11560513700916	7.51632493796525	7.38149686481353	7.30844333170343
TNFAIP8L3	6.72886300474564	6.61229347673493	6.65067318008105	7.41250746161516	7.2771858943801	7.05618598539387
XXbac-B476C20.14	6.80828730158058	6.84263407068212	6.55408583477459	7.23235826128267	6.9680436213169	7.3308418310796
WNT11	7.40413995971733	7.24598339101084	7.23759050060683	6.26077120300359	6.84065407872179	6.74314971472696
RP1-137D17.1	7.24331067862108	6.97539731985283	7.30987527999315	5.77589350470598	7.22818081208798	7.19692348736763
RP11-669E14.6	7.25722275640364	6.98195444720408	7.11560513700916	6.54562366454729	7.09226941488051	6.7363175735315
PIP5K1B	8.81461725069877	8.61945543811358	8.38721016961128	5.55899805893489	5.03241630496015	5.31621704729073
OR4X1	7.15760716986513	7.07518004900669	7.04717873966543	6.68353609987572	6.85417490494934	6.91018940209456
FSCN2	7.04897509582751	6.97539731985283	7.1699310060635	7.1887564233204	6.83024849136495	6.51332651145514
RP11-332H18.5	7.29246905873161	7.14063722547966	7.20411652392311	6.52781072324202	6.84376933500639	6.71631452606479
AC096669.3	7.07842785296119	7.13430160796339	7.1609033406447	6.73317623135781	6.94032869761766	6.67773514917297
RP5-837I24.4	7.31466400959885	7.30010059137274	6.98695444672264	6.2843417813932	6.93437189026579	6.90438635481134
RP11-63P12.7	8.04374344916142	8.17445887334246	8.24441889443292	5.81047657940599	5.70742739083413	5.74116249910127
ACSL5	8.0368836886394	7.86841605642489	7.69569186079421	5.93237497784863	6.02047738390764	6.16641707235089
RP13-1032I1.11	6.89133556433389	6.73408009330058	6.72190074888989	7.30844333170343	6.96037723252015	7.10293053697253
AC093382.1	7.20250341888335	7.48497073249094	7.26355720375189	6.1866042619844	6.77072999827105	6.81065215201423
MIR202HG	7.00430576289511	7.12249068303693	6.91945969915898	6.97386255324999	6.77072999827105	6.92791311800836
AC092669.3	6.87115790115779	6.85613085154518	6.85417490494934	6.82211342948506	7.21212188858992	7.10293053697253
RPL32P3	6.58159414682482	6.37920078912172	6.44785976788527	7.62465988647001	7.2771858943801	7.40744823870921
CTD-3092A11.2	6.63052181046073	6.63052181046073	6.63378189346374	7.44763212786828	6.9850791311417	7.38979708039763
CTD-2313J17.5	7.67763698582405	7.63603027935625	7.61487305595281	6.48712328429063	6.32374234329975	5.97439224470513
TLE6	7.69615888032653	7.61319916698299	7.45620847920964	6.42300112480546	6.14977646541825	6.37470945939793
AP000692.10	6.94142671771992	6.59675949962102	6.74616436855139	7.31340666482918	7.02169778863223	7.09226941488051
RP11-357K6.1	6.85300840133756	6.56080804157257	6.42412170113836	7.28866752736863	7.43469477131424	7.14762433709653
NDUFAF4P1	7.30694281747424	7.26798872506098	7.19220370626974	6.44896861923841	6.73880328438148	6.75294929141283
CMAHP	7.21212188858992	6.93848295535987	7.09226941488051	6.98015610349717	6.70615401442487	6.77847236134597
RP11-173D3.1	6.64711122265093	6.89023713382932	6.69734989565789	6.9666150179701	7.40554275940547	7.09665778230674
RP11-640A1.3	7.12512977180696	6.66608053644266	6.99891056741079	7.03186076919557	7.04897509582751	6.83024849136495
HSFX2	7.32460472647389	7.06855484444685	7.22572442789769	6.30710211103122	6.8925273235941	6.88243429727573
AC006946.17	7.14534189601286	7.26293106330821	7.30987527999315	6.64937617437913	6.69734989565789	6.63558003895164
RP11-321A17.6	7.06682736123731	7.03717397004487	6.51699137145329	7.03186076919557	7.03939258773524	7.00535617191531
RP11-373I8.1	7.14534189601286	7.34306660056194	7.01891349698743	6.70138626865887	6.57821383453773	6.91018940209456
CPA1	7.19220370626974	7.30987527999315	7.23759050060683	6.83980894669747	6.73408009330058	6.3835353317607
RP11-359N11.1	7.48418044528437	7.19352301851204	7.1609033406447	6.2843417813932	6.79494079951545	6.77847236134597
ZDHHC19	6.85613085154518	6.64015011482521	6.98695444672264	6.52781072324202	7.46923369210607	7.21528461819184
GLT1D1	7.29859137005353	7.40116359332471	7.06927127019246	6.10823725931036	6.85417490494934	6.96255808581569
ELOVL2	4.27425888397322	4.00097853755528	4.38600990528282	9.92936929576102	9.49484055772264	9.6083175629989
TSKS	6.98958954376019	6.85613085154518	7.19220370626974	7.05618598539387	6.71693377242445	6.88243429727573
OR2T27	7.06682736123731	6.72629832325686	6.8925273235941	6.83980894669747	7.11642134376445	7.05147536916849
DISC1FP1	6.68892028537808	6.77399387162232	6.58159414682482	7.69435782813219	6.93056647884781	7.02378795462915
RP11-99A1.2	6.96545836073691	6.96700208936874	7.20411652392311	6.26077120300359	7.22818081208798	7.06682736123731
GRIN2A	7.63603027935625	7.71593118784397	7.52336378763018	5.77589350470598	6.63378189346374	6.40680414270548
FLJ30403	6.79433321986901	6.96037723252015	6.8925273235941	6.91427173974293	6.99319126671214	7.13692379926226
CLDN16	7.3495403127708	6.96700208936874	7.35040788179361	6.23431771752435	6.82211342948506	6.96700208936874
C3orf70	4.72642771413864	5.08775294385271	4.72278959351555	9.25106474386224	8.85976254515497	9.04131966327952
ESPNL	7.03086432051722	6.74526201359595	6.88132984778656	7.32285996766919	6.82615787462433	6.88243429727573
OGDHL	5.78072646870413	5.93237497784863	5.63740458700608	8.23443799832487	7.97599817516109	8.12627216830049
RP4-539M6.14	6.35755042196316	6.74526201359595	6.74616436855139	7.24487881997465	7.30010059137274	7.29246905873161
RP11-92K15.1	7.50068355979827	7.35767155685813	7.47132797781875	6.51084448009676	6.49881911800031	6.34589417391609
LINC00682	7.38401087564284	7.30010059137274	7.55606593247564	6.41174819003047	6.3835353317607	6.64937617437913
RP11-96D1.3	7.12910017553637	7.18218451896862	7.04096315690615	6.64937617437913	6.72886300474564	6.95294563110201
RP11-4L24.3	6.51332651145514	6.78902104103851	6.65887347040447	7.3328485024481	7.28482615210751	7.10293053697253
RP11-441O15.3	6.48150640718675	6.75970245442699	6.61229347673493	7.67634083835498	7.10915804973976	7.04147528016343
RP11-161D15.3	7.26798872506098	7.22572442789769	7.26798872506098	6.72629832325686	6.54665296492959	6.64383560657752
WI2-87327B8.1	7.50068355979827	7.46987250560544	7.49152635088707	5.75653971343379	6.85891944072525	6.6000966864382
RP11-568J23.8	7.36990217207419	7.24598339101084	7.35040788179361	6.66608053644266	6.26548558659141	6.77847236134597
EFNB3	4.82655151088844	4.8869436097914	4.72278959351555	9.1828638205292	9.08709542384511	8.96963685578131
OVGP1	6.09771907074469	6.00971700190832	6.30710211103122	7.71183292688497	7.66122811882362	7.88698810599592
FAM78B	6.82326495072175	6.56080804157257	6.45612313992926	7.12249068303693	7.44236119783785	7.26736030303786
RP11-219F10.1	6.71503100261429	7.38401087564284	6.74616436855139	7.01353177865025	6.90240050448931	6.91018940209456
RP11-255M2.1	6.98958954376019	7.03086432051722	6.90519450185591	7.14017559732223	6.75849989488176	6.84696944020806
DCDC2	6.76943321025147	6.78902104103851	6.71503100261429	7.03186076919557	7.19481795085321	7.17075620096246
OR52N2	6.88243429727573	7.03717397004487	6.68798767362483	7.26324416745963	7.0527383305726	6.74616436855139
MIF-AS1	6.75426097467013	6.74526201359595	6.13671644914429	7.2509518636603	7.15923662961646	7.62259769727357
RP1-199J3.7	6.70486141572447	6.75970245442699	6.46612991975188	7.29859137005353	7.24245011750429	7.19692348736763
DIAPH3-AS1	7.24943390374435	7.10293053697253	7.12747696502363	6.767598057759	6.71693377242445	6.7036113590126
GPR63	5.38270892125887	5.08775294385271	5.24319697746798	8.94351259128733	8.44443753154628	8.56631378852359
NPR1	7.8091214503428	7.8091214503428	7.81647098251779	6.46893374711516	5.94959634978216	5.81459994971553
AC104532.4	6.80216467904853	6.96037723252015	6.68132508608133	7.19938863598879	7.13361676585257	6.88741399006547
RP4-584D14.5	6.91018940209456	6.71631452606479	7.04717873966543	6.88243429727573	7.10915804973976	6.99891056741079
LINC01372	6.71503100261429	6.52885981790981	6.65067318008105	7.38401087564284	7.12512977180696	7.25940802824166
WASH5P	7.07267900294675	6.29143689824415	6.90519450185591	7.16591301928213	7.20726538634221	7.01891349698743
LOC338667	8.68500522412373	8.59590241406833	8.66620753272502	4.99865266001508	5.4109144533551	5.30365485122772
NR3C2	5.8828840668911	5.04517692639888	5.13280722955331	8.67130227965449	8.41084516399002	8.51720138456071
ITGBL1	3.57312269051511	4.44175483915398	4.14807685284297	10.0620587515525	9.84886612081514	9.58614170248732
PTPRVP	6.97831939199967	6.95294563110201	7.01891349698743	6.92791311800836	7.00254013173666	6.77847236134597
AC104653.1	6.96037723252015	7.10293053697253	6.96037723252015	6.87115790115779	7.03363060675168	6.72629832325686
LOC283403	7.07842785296119	6.83665012485574	7.03012856107106	6.83980894669747	6.99835716889162	6.87115790115779
SPATA17	6.79433321986901	6.98882732780186	7.24943390374435	6.88243429727573	6.77072999827105	6.96700208936874
RP11-108P20.4	7.06068532162613	7.20595858735194	7.1609033406447	6.16641707235089	7.32873307611494	6.72629832325686
PKD1L1	7.56533166933936	7.36269996839716	7.39767762200111	6.13671644914429	6.69734989565789	6.48712328429063
LOC728537	6.2281304737505	6.30295469973258	6.20912428510358	7.71878085263544	7.49152635088707	7.69615888032653
FOXO6	7.5495591702763	7.11057289741787	7.51579590858913	6.91945969915898	6.25172675250111	6.29779331683149
MEIG1	6.46558581944969	6.48712328429063	7.02378795462915	7.35262442988305	7.06585478120219	7.2464495221692
GSG1L	7.19220370626974	7.26798872506098	7.44682111445502	6.54562366454729	6.77072999827105	6.41717417140981
LA16c-306A4.2	6.95294563110201	7.30010059137274	7.12747696502363	6.2843417813932	7.05654732705363	6.91892157204547
RP11-379F4.9	7.04096315690615	6.98882732780186	6.90519450185591	6.2009939821443	7.26474767365134	7.2391691538419
CTC-558O19.1	7.3308418310796	7.38922341068133	7.19220370626974	6.2843417813932	6.80708308325677	6.63558003895164
HRK	7.32460472647389	7.3954937275824	7.07671215834217	6.54562366454729	6.62582189235787	6.67054059557016
RP11-333J10.2	6.36648941416518	6.34129778221545	6.46612991975188	7.83926795152954	7.2771858943801	7.34668745480549
AC034228.2	7.24331067862108	7.3954937275824	7.09996830883497	6.44896861923841	6.83665012485574	6.61229347673493
ESP33	7.31466400959885	7.51180474360418	7.09996830883497	6.2009939821443	6.69734989565789	6.81065215201423
FBP1	7.29859137005353	7.17075620096246	7.28928673837804	6.32824648865401	6.75849989488176	6.78902104103851
RP11-745O10.2	7.04897509582751	6.75970245442699	6.71503100261429	7.08010306241969	6.86921669767717	7.15923662961646
CYP4V2	5.2491827326565	4.36360566676646	4.9189358713658	9.19281701018302	8.89356880758122	9.01321161653118
